"Duration__in_seconds_","ResponseId","interviewer_id","study_area_sa","test_survey","surv_taker","quota_age_","quota_gender","quota_age_SNIS","quota_educ_ZA","quota_edu_GH","quota_edu_IN","quota_edu_ID","informed_perception","perception_current","perception_past","perception_spatial","concern_gen","concern_second_perso","concern_second_gov","quota_gender.0","quota_education","hh_inc_ZA","hh_inc_Jak","hh_inc_Acc","hh_inc_Del","attn_check_pt","trust_loc_gov","trust_nat_gov","trust_bus_ind","trust_citizens","trust_experts","trust_ios","trust_ranking","trust_ranking_slider","trust_city_cap","trust_city_commit","trust_city_citizen","gen_social_trust","attn_check_other","envir_tradeoff","pre_treat_trust","trust_support_base","lgov_support","lgov_implementation","lgov_fairness","lgov_coordination","lgov_accountability","bigco_support","bigco_implementation","bigco_fairness","bigco_coordination","bigco_accountability","smallco_support","smallco_implement","smallco_fairness","smallco_coordination","smallco_accountab","manipul_check_trust","follow_up_probe_break_promises","follow_up_probe_capacity","follow_up_probe_not_willing","follow_up_probe_compliance","trust_traitor","trust_bad_compromise","trust_actor_reward_loc_gov","trust_actor_reward_experts","trust_actor_reward_ios","trust_actor_reward_citizens","trust_actor_reward_business","trust_actor_reward_none","trust_actor_punish_loc_gov","trust_actor_punish_experts","trust_actor_punish_ios","trust_actor_punish_citizens","trust_actor_punish_business","trust_actor_punish_none","difficulty_1","comments","date_survey","surv_city","display","RespID","trust_actors_treat_assign","del_split","jak_split","end_flag","quota_female_male","attn_fail_other","attn_fail_pt","attn_fail_time","attn_drop","attn_drop_reason","date","video_understand","potential_drop","age","gender","income","edu"
1699,"R_25upVdoEt7daoAq",NA,NA,NA,NA,NA,1,4,5,NA,NA,NA,4,2,3,4,3,1,2,NA,NA,7,NA,NA,NA,1,2,3,2,2,3,3,NA,3,3,2,3,4,1,1,1,5,3,4,3,2,3,5,4,3,3,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Very relevant survey. Unambiguous and very informative.","","joh_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,4,1,7,5
2199,"R_2mAtTkSaUzYd1zr",NA,NA,NA,NA,NA,2,4,6,NA,NA,NA,3,3,3,4,3,2,2,NA,NA,13,NA,NA,NA,1,3,2,3,2,3,3,NA,3,3,2,3,3,1,1,2,5,NA,NA,NA,NA,NA,5,5,4,3,5,5,5,5,4,5,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"None","","joh_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,4,2,13,6
830,"R_2AKD0lFPvkIeSrA",NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,3,3,2,2,2,1,1,NA,NA,2,NA,NA,NA,1,1,1,1,2,2,1,NA,3,5,4,4,1,2,2,2,5,5,5,2,2,4,NA,NA,NA,NA,NA,5,5,2,4,2,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"","","joh_online","","","local_gov_small_coalition","","","complete","male","fail","","",NA,NA,"2025-02-08",2,0,1,1,2,3
4984,"R_8xqAjwZEEodtE4h",NA,NA,NA,NA,NA,1,2,4,NA,NA,NA,3,2,2,4,2,2,2,NA,NA,7,NA,NA,NA,1,2,1,2,2,2,2,NA,2,5,1,2,1,1,2,2,5,4,3,2,2,2,4,2,1,2,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"None","","joh_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",4,0,2,1,7,4
1251,"R_8QDwlERkZNutKKL",NA,NA,NA,NA,NA,1,3,6,NA,NA,NA,5,5,4,4,3,3,3,NA,NA,10,NA,NA,NA,1,4,4,4,5,4,4,NA,2,4,4,4,4,1,1,1,4,5,4,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,2,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"No i dont have much suggestions or comment am still observing a little","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",4,0,3,1,10,6
3425,"R_8OjjfzuWnbB3w65",NA,NA,NA,NA,NA,1,1,5,NA,NA,NA,1,3,2,3,1,1,1,NA,NA,8,NA,NA,NA,1,2,4,2,4,4,1,NA,1,5,2,5,1,1,2,2,5,4,5,4,4,5,5,5,4,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","joh_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,1,1,8,5
9149,"R_21SNjL38HscaIlr",NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,4,2,2,2,3,1,1,NA,NA,7,NA,NA,NA,1,2,1,1,1,1,2,NA,4,5,1,1,1,1,2,1,5,NA,NA,NA,NA,NA,4,2,1,2,1,5,3,3,3,2,1,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"It was a good one","","joh_online","","","small_coalition_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,1,1,7,4
882,"R_8UW6NrJcJah16Zb",NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,2,4,2,2,3,3,1,NA,NA,5,NA,NA,NA,2,4,4,4,4,5,2,NA,2,4,2,2,2,1,1,2,5,NA,NA,NA,NA,NA,4,4,3,2,4,5,4,3,2,5,3,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"The survey was good and it was against some of the pollution that we face as a community","","joh_online","","","small_coalition_big_coalition","","","complete","male","","fail","",NA,NA,"2025-02-08",5,0,1,1,5,4
1039,"R_2EaoKa3qWYQkaKL",NA,NA,NA,NA,NA,2,2,5,NA,NA,NA,2,2,2,3,2,2,1,NA,NA,13,NA,NA,NA,2,2,1,4,4,4,4,NA,4,1,2,2,2,1,1,1,5,4,5,4,2,1,NA,NA,NA,NA,NA,5,4,4,3,2,3,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Personal questions are not very nice to answer","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,13,5
1180,"R_2BGP7L3N4YL5Pcl",NA,NA,NA,NA,NA,1,4,5,NA,NA,NA,1,2,2,2,4,2,2,NA,NA,8,NA,NA,NA,1,1,1,2,2,2,4,NA,4,2,2,1,4,5,2,2,5,3,3,4,2,5,5,4,4,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","joh_online","","","local_gov_big_coalition","","","complete","male","fail","","",NA,NA,"2025-02-08",5,0,4,1,8,5
762,"R_8O2OKgPlorJCtqh",NA,NA,NA,NA,NA,1,3,7,NA,NA,NA,5,3,4,4,4,4,4,NA,NA,10,NA,NA,NA,1,4,4,4,4,4,5,NA,4,5,3,4,4,1,1,1,5,5,4,4,4,3,5,5,5,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,3,1,10,7
1000,"R_8lYRa3cGzDxSz6B",NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,1,3,3,3,2,1,1,NA,NA,10,NA,NA,NA,2,2,2,1,2,4,3,NA,4,1,1,1,1,1,2,2,4,NA,NA,NA,NA,NA,4,2,2,2,2,4,2,2,2,1,1,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","joh_online","","","small_coalition_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,3,1,10,5
29624,"R_2zCi6s2DipKmIdI",NA,NA,NA,NA,NA,1,1,6,NA,NA,NA,3,1,1,1,4,4,1,NA,NA,9,NA,NA,NA,1,4,1,3,3,4,3,NA,3,1,1,2,3,1,2,2,5,5,1,1,2,1,3,1,1,3,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,1,1,9,6
1044,"R_2JDzYCqOis5x9W6",NA,NA,NA,NA,NA,2,4,6,NA,NA,NA,2,2,2,3,3,1,1,NA,NA,8,NA,NA,NA,1,1,2,2,3,2,4,NA,4,2,3,2,3,1,1,2,5,5,4,4,4,3,NA,NA,NA,NA,NA,5,5,5,3,4,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"It was an eye opener that government and the industry is now worried about air pollution in this country","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,4,2,8,6
2398,"R_8EKZqTG4IjpWLo5",NA,NA,NA,NA,NA,2,3,6,NA,NA,NA,2,2,1,2,3,4,4,NA,NA,3,NA,NA,NA,1,1,2,1,2,1,1,NA,2,5,1,3,1,1,2,1,5,1,1,1,1,5,5,5,5,4,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No the survey was very easy to answer 
No problem given by the survey","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,3,2,3,6
881,"R_2NwVKuEkeW4UJTY",NA,NA,NA,NA,NA,2,2,6,NA,NA,NA,3,3,3,3,2,2,1,NA,NA,9,NA,NA,NA,2,3,2,3,3,5,5,NA,4,5,2,2,2,1,1,2,5,5,5,5,1,2,NA,NA,NA,NA,NA,5,5,3,1,3,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,9,6
3207,"R_8iwgUqGiGg68tPg",NA,NA,NA,NA,NA,1,4,5,NA,NA,NA,1,3,2,4,3,4,4,NA,NA,9,NA,NA,NA,1,2,2,3,2,3,4,NA,4,3,2,3,4,5,1,2,5,5,4,3,3,5,NA,NA,NA,NA,NA,5,5,5,4,5,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Its a great deal of survey and very important to the residence of the city of johannesburg","","joh_online","","","local_gov_small_coalition","","","complete","male","fail","","",NA,NA,"2025-02-08",5,0,4,1,9,5
1086,"R_2Aemh9Q5BBEYbYt",NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,3,2,2,3,3,1,1,NA,NA,10,NA,NA,NA,2,3,3,4,3,3,5,NA,4,3,3,3,2,1,2,1,4,4,4,4,3,3,4,3,3,3,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_big_coalition","","","complete","female","","fail","",NA,NA,"2025-02-08",5,0,3,2,10,5
1132,"R_8Hk40mvc41Nf5Wf",NA,NA,NA,NA,NA,2,3,6,NA,NA,NA,4,3,3,4,3,2,1,NA,NA,8,NA,NA,NA,1,2,4,2,2,3,2,NA,4,3,3,3,4,1,2,2,5,5,5,4,2,1,3,3,5,5,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"This survey has given me a highlight on how South Africa is trying to take a stand against air pollution which will make every citizen very happy.","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,3,2,8,6
1620,"R_8hc49ptXyB9b1IN",NA,NA,NA,NA,NA,2,1,6,NA,NA,NA,2,2,2,4,2,1,1,NA,NA,8,NA,NA,NA,1,2,2,4,1,3,2,NA,1,4,3,4,2,1,2,2,5,NA,NA,NA,NA,NA,5,5,4,4,5,3,4,2,3,4,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Survey had clear questions and easy to answer","","joh_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,1,2,8,6
4939,"R_82Vrizx67UZNMfD",NA,NA,NA,NA,NA,1,2,7,NA,NA,NA,4,2,1,1,3,2,2,NA,NA,9,NA,NA,NA,1,1,1,1,1,2,4,NA,4,4,1,1,1,1,2,2,4,1,1,1,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,3,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"This was a very thought provoking and informative survey.","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,2,1,9,7
906,"R_2PHHsJHo4Yzf5OF",NA,NA,NA,NA,NA,1,2,6,NA,NA,NA,4,2,2,4,3,1,1,NA,NA,13,NA,NA,NA,1,2,3,2,1,3,3,NA,4,5,2,3,1,1,1,1,5,5,4,3,3,2,NA,NA,NA,NA,NA,5,5,5,4,4,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,2,1,13,6
1204,"R_2wSvJ0OebE4lVS4",NA,NA,NA,NA,NA,2,2,5,NA,NA,NA,4,3,3,4,3,2,2,NA,NA,2,NA,NA,NA,1,4,2,2,2,4,4,NA,3,4,4,3,3,1,1,1,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,2,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","joh_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,2,5
1646,"R_8tUemtAbznFHUcN",NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,2,4,4,3,3,3,3,NA,NA,4,NA,NA,NA,1,3,4,4,4,2,2,NA,1,4,3,3,1,1,2,1,4,5,5,4,4,4,NA,NA,NA,NA,NA,5,5,5,4,5,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"No","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,4,3
2004,"R_2aVVcnZxhPCoxOw",NA,NA,NA,NA,NA,2,3,4,NA,NA,NA,4,3,1,4,3,2,1,NA,NA,8,NA,NA,NA,1,2,2,3,4,4,4,NA,1,4,3,3,2,1,1,2,3,3,4,3,3,5,4,3,3,2,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No it was straight forward","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,3,2,8,4
1611,"R_89v5IqWrSXSHqZj",NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,2,3,2,3,3,3,1,NA,NA,5,NA,NA,NA,1,3,4,3,3,3,3,NA,3,3,3,3,3,1,2,1,5,4,4,3,3,2,NA,NA,NA,NA,NA,5,3,2,3,2,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No comments","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",4,0,3,2,5,5
15484,"R_8szg4FofB2ssVyh",NA,NA,NA,NA,NA,2,3,4,NA,NA,NA,4,2,2,2,3,2,1,NA,NA,9,NA,NA,NA,2,1,1,2,3,3,3,NA,2,4,1,1,1,1,1,2,3,3,3,2,2,1,NA,NA,NA,NA,NA,3,2,1,2,1,1,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"none","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",3,0,3,2,9,4
1152,"R_8nID93BqLcgu5jB",NA,NA,NA,NA,NA,1,3,6,NA,NA,NA,3,3,3,3,2,3,2,NA,NA,8,NA,NA,NA,1,5,5,4,5,4,3,NA,1,4,4,4,4,5,1,1,5,NA,NA,NA,NA,NA,2,4,4,4,4,5,5,5,5,5,2,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No comments","","joh_online","","","small_coalition_big_coalition","","","complete","male","fail","","",NA,NA,"2025-02-08",5,0,3,1,8,6
3986,"R_2MzizEBiMTasQoe",NA,NA,NA,NA,NA,1,2,6,NA,NA,NA,5,4,4,4,3,2,2,NA,NA,8,NA,NA,NA,1,4,2,2,4,3,4,NA,1,4,2,2,4,1,2,2,4,4,4,4,4,5,NA,NA,NA,NA,NA,4,5,4,4,5,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Interesting","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,2,1,8,6
1545,"R_8tfq3qPBH6RUyFb",NA,NA,NA,NA,NA,2,3,4,NA,NA,NA,4,1,1,1,4,1,1,NA,NA,9,NA,NA,NA,1,1,1,1,3,3,1,NA,3,5,1,1,1,1,2,2,3,4,4,4,1,4,NA,NA,NA,NA,NA,4,4,4,3,4,3,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No suggestion","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,3,2,9,4
2491,"R_8eh1hu0kIQ8ADjt",NA,NA,NA,NA,NA,1,4,7,NA,NA,NA,5,1,1,2,4,3,3,NA,NA,13,NA,NA,NA,1,3,3,4,3,3,3,NA,1,5,3,3,4,1,1,1,5,5,5,4,5,4,5,5,4,5,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Great survey","","joh_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",4,0,4,1,13,7
1313,"R_8Jf3mGcrSX79oU8",NA,NA,NA,NA,NA,2,2,5,NA,NA,NA,4,2,3,3,2,1,1,NA,NA,9,NA,NA,NA,1,5,5,1,1,1,5,NA,2,5,1,5,5,1,2,2,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,5,5,5,3,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No","","joh_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,9,5
3505,"R_8fDRMmtu4f1C9AC",NA,NA,NA,NA,NA,2,2,6,NA,NA,NA,1,1,2,2,3,3,2,NA,NA,9,NA,NA,NA,2,5,5,5,5,5,1,NA,1,4,1,1,5,1,1,1,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,4,5,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"No suggestions","","joh_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,9,6
2086,"R_2Dwo1h8CvZY8vPr",NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,3,2,2,4,3,1,1,NA,NA,2,NA,NA,NA,1,2,3,2,3,4,1,NA,3,5,3,2,3,3,1,2,4,5,5,4,4,3,5,5,5,4,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"It was insightful I learned a lot","","joh_online","","","local_gov_big_coalition","","","complete","male","fail","","",NA,NA,"2025-02-08",4,0,1,1,2,3
1679,"R_8SAZOnStgJt9JnP",NA,NA,NA,NA,NA,2,3,7,NA,NA,NA,4,3,3,3,3,2,3,NA,NA,4,NA,NA,NA,1,3,3,3,4,3,3,NA,2,3,2,3,3,1,1,2,3,4,4,3,3,4,3,3,3,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",4,0,3,2,4,7
2407,"R_22slI7tIhkOQZN0",NA,NA,NA,NA,NA,2,4,4,NA,NA,NA,3,2,1,4,2,2,2,NA,NA,7,NA,NA,NA,1,3,1,2,3,4,4,NA,4,2,2,3,3,1,2,2,3,3,3,4,3,2,3,3,2,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",2,0,4,2,7,4
2094,"R_2S1XCCqCV1LfXiG",NA,NA,NA,NA,NA,2,2,6,NA,NA,NA,4,3,3,4,3,3,3,NA,NA,10,NA,NA,NA,1,3,3,3,4,3,4,NA,2,4,3,3,2,1,1,2,5,4,5,4,4,3,4,4,3,4,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,10,6
1140,"R_8EskSHriPfkvp2a",NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,2,4,3,4,2,1,1,NA,NA,6,NA,NA,NA,1,4,2,2,2,5,5,NA,2,1,2,4,4,1,1,1,5,1,4,5,4,5,5,5,5,4,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"I would like to be educated about real estate","","joh_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,1,1,6,4
2577,"R_8njvp7XLg5SDoXm",NA,NA,NA,NA,NA,2,3,4,NA,NA,NA,3,2,2,2,3,3,3,NA,NA,6,NA,NA,NA,1,3,3,4,4,4,3,NA,3,4,3,4,3,3,2,2,4,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"The government, private sector, municipality and the community should start doing something about air pollution, so that it can better our live especially kids and elderly people and they need to themselves.","","joh_online","","","small_coalition_big_coalition","","","complete","female","fail","","",NA,NA,"2025-02-08",4,0,3,2,6,4
763,"R_8SDIbssCbScnUnn",NA,NA,NA,NA,NA,2,1,5,NA,NA,NA,4,2,1,1,3,3,2,NA,NA,13,NA,NA,NA,1,2,1,3,2,3,3,NA,3,3,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,3,3,2,3,3,4,3,3,3,3,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",4,0,1,2,13,5
1616,"R_8wI6U8m03ii9bt7",NA,NA,NA,NA,NA,1,1,6,NA,NA,NA,5,4,3,4,3,2,2,NA,NA,6,NA,NA,NA,1,5,4,1,1,5,2,NA,3,5,5,4,2,1,1,1,4,NA,NA,NA,NA,NA,5,5,4,5,5,5,5,4,2,4,2,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Air pollution poses significant dangers to our health. This survey is interesting because it shows that some of us truly care about reducing air pollution.","","joh_online","","","small_coalition_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,1,1,6,6
2413,"R_2VQ4kJC3ilKCriG",NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,4,3,2,1,4,2,2,NA,NA,7,NA,NA,NA,1,3,1,3,4,3,4,NA,2,4,3,3,3,1,1,1,5,4,4,3,3,4,NA,NA,NA,NA,NA,5,5,5,5,5,1,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Wow.. I wasn't expecting this, but it was fun","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,1,1,7,4
1446,"R_8NxIZ4G7IcESimX",NA,NA,NA,NA,NA,2,2,6,NA,NA,NA,4,2,3,4,4,1,1,NA,NA,8,NA,NA,NA,1,2,2,1,4,2,2,NA,2,5,4,4,4,1,2,2,5,4,4,2,2,4,NA,NA,NA,NA,NA,5,5,5,5,4,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"All questions were relevant","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,8,6
2780,"R_8NOHLhp7ZJSi7YI",NA,NA,NA,NA,NA,2,1,4,NA,NA,NA,4,3,2,1,2,1,2,NA,NA,7,NA,NA,NA,1,1,1,3,3,3,4,NA,4,4,2,1,2,1,1,2,5,5,5,5,4,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"The survey was vise verse educational to me","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,1,2,7,4
874,"R_2yqQgE38egEqpRD",NA,NA,NA,NA,NA,1,4,4,NA,NA,NA,4,2,1,2,2,2,1,NA,NA,8,NA,NA,NA,2,1,1,2,2,3,1,NA,2,4,2,2,1,1,1,2,1,NA,NA,NA,NA,NA,4,4,3,3,3,3,3,3,2,1,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","small_coalition_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,4,1,8,4
1517,"R_2zOvAWrpFYjymxa",NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,2,1,2,2,3,2,1,NA,NA,8,NA,NA,NA,1,2,2,1,1,4,1,NA,3,5,2,2,1,1,2,2,5,4,3,4,4,5,5,5,5,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"It was easy to understand","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,3,2,8,5
845,"R_8SZZtACghSZTHyh",NA,NA,NA,NA,NA,2,2,5,NA,NA,NA,3,3,2,2,3,3,2,NA,NA,5,NA,NA,NA,1,2,2,4,2,2,2,NA,1,4,4,4,3,1,2,2,4,NA,NA,NA,NA,NA,4,4,3,3,4,4,4,4,4,4,4,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Nothing for now","","joh_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,5,5
1091,"R_8PdGakXZ2BVNADA",NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,1,NA,NA,NA,1,5,5,5,5,2,5,NA,1,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_big_coalition","","","complete","female","fail","","",NA,NA,"2025-02-08",5,0,3,2,1,3
